District_Colline,Latitude,Longitude,"(Latitude,Longitude)"
Nyabihanga_Muhaganya,-3.4561657,29.7697422,"-3.4561657,29.7697422"
Muramvya_Mubira,-3.3242248,29.6208829,"-3.3242248,29.6208829"
Mbuye_Rutegama,-3.3122117,29.7696011,"-3.3122117,29.7696011"
Mbuye_Munyinya,-3.3316717,29.705055,"-3.3316717,29.705055"
Mbuye_Nyakararo,-3.3322586,29.7050863,"-3.3322586,29.7050863"
Ngozi_Nyaruntana,-2.9492876,29.8430663,"-2.9492876,29.8430663"
Gitega_Murayi,-3.2940408,29.8281077,"-3.2940408,29.8281077"
Muyinga_Kivoga,-2.7791076,30.3602419,"-2.7791076,30.3602419"
Muyinga_Gatongati 1,-2.7669173,30.3703244,"-2.7669173,30.3703244"
Tangara_Buganuka,-3.0377554,29.9519522,"-3.0377554,29.9519522"
Muyinga_Gatovu,-2.8123653,30.3792158,"-2.8123653,30.3792158"
Tangara_Nyakibingo,-3.0240211,29.9516739,"-3.0240211,29.9516739"
Muyinga_Karemera,-2.8352917,30.3737333,"-2.8352917,30.3737333"
Muyinga_Musenyi,-2.7669774,30.4280836,"-2.7669774,30.4280836"
Muramvya_Busimba II,-3.2511141,29.5916216,"-3.2511141,29.5916216"
Muramvya_Busimba I,-3.2563434,29.5850899,"-3.2563434,29.5850899"
Kiremba_Mafuro,-2.8992268,29.9204571,"-2.8992268,29.9204571"
Bugendana_Nyangungu,-3.0269894,29.8375813,"-3.0269894,29.8375813"
Bugendana_Nyangungu,-3.1031983,29.8946367,"-3.1031983,29.8946367"
Muyinga_Sanzwe,-2.8073865,30.4137157,"-2.8073865,30.4137157"
Nyabihanga_Gihoma,-3.4290165,29.7688556,"-3.4290165,29.7688556"
Butaganzwa_Mpungwe,-3.5486726,30.1903162,"-3.5486726,30.1903162"
Ngozi_Cigumije,-2.956715,29.8045367,"-2.956715,29.8045367"
Mbuye_Kibumbu,-3.2287,29.760785,"-3.2287,29.760785"
Mbuye_Nete,-3.2285521,29.7608987,"-3.2285521,29.7608987"
Mbuye_kirika,-3.2276877,29.7612264,"-3.2276877,29.7612264"
Tangara_Musenyi,-2.9509345,30.0376353,"-2.9509345,30.0376353"
Ngozi_Bwizabweranka coop,-2.9448782,29.8819956,"-2.9448782,29.8819956"
Matongo_Kijuri,-3.0600803,29.6530374,"-3.0600803,29.6530374"
Bweru_Nyabigozi,-3.4017733,30.4581084,"-3.4017733,30.4581084"
Tangara_Gitwenzi,-3.0088391,29.9656003,"-3.0088391,29.9656003"
Matongo_Burarana,-3.0829149,29.6434107,"-3.0829149,29.6434107"
Tangara_Ryarunyinya,-2.9908429,29.9924886,"-2.9908429,29.9924886"
Butaganzwa_Kizigama,-3.4838043,30.1594872,"-3.4838043,30.1594872"
Nyarusange_Buhabwa coop,-3.6125213,29.7750802,"-3.6125213,29.7750802"
Nyabikere_Kivoga,-3.1928362,30.0988439,"-3.1928362,30.0988439"
Tangara_Nyagasebeyi,-2.958712,30.0297044,"-2.958712,30.0297044"
Gahombo_Nzewe,-3.0414669,29.7280016,"-3.0414669,29.7280016"
Gahombo_Mibazi,-3.0199584,29.7756968,"-3.0199584,29.7756968"
Gahombo_Ceyerezi,-3.0236095,29.7597948,"-3.0236095,29.7597948"
Gahombo_Mwenene,-3.0440557,29.7413389,"-3.0440557,29.7413389"
Matongo_Kigarama,-3.0829484,29.6543171,"-3.0829484,29.6543171"
Mbuye_Bigwana,-3.2295751,29.7210053,"-3.2295751,29.7210053"
Kayokwe_Gitunga,-3.4999481,29.8006541,"-3.4999481,29.8006541"
Mbuye_Mbuye,-3.2470611,29.6982261,"-3.2470611,29.6982261"
Mbuye_Kirembera,-3.2469756,29.6981777,"-3.2469756,29.6981777"
Mbuye_Teka,-3.2295369,29.7209889,"-3.2295369,29.7209889"
Mbuye_Buhangura,-3.2295674,29.7210268,"-3.2295674,29.7210268"
Muramvya_Musagara I,-3.2919204,29.632973,"-3.2919204,29.632973"
Mbuye_Migezi,-3.2285871,29.6832497,"-3.2285871,29.6832497"
Mbuye_Mwegera,-3.2286115,29.6831593,"-3.2286115,29.6831593"
Bugendana_Kibungo II,-3.226492,29.8818179,"-3.226492,29.8818179"
Bugendana_Nyabisaka,-3.1530431,29.8878482,"-3.1530431,29.8878482"
Bugendana_Mutaho I,-3.1408703,29.8669103,"-3.1408703,29.8669103"
Bugendana_Mutaho I,-3.1409919,29.8668777,"-3.1409919,29.8668777"
Gasorwe_Kagurwe,-2.868568,30.1888995,"-2.868568,30.1888995"
Nyabikere_Rugwiza coop,-3.2000349,30.1375432,"-3.2000349,30.1375432"
Nyabikere_Masama coop,-3.2240609,30.1340808,"-3.2240609,30.1340808"
Matongo_Kinyovu,-3.0616433,29.6100267,"-3.0616433,29.6100267"
Matongo_,-3.0616433,29.6100267,"-3.0616433,29.6100267"
Matongo_Camizi,-3.0616433,29.6100267,"-3.0616433,29.6100267"
Matongo_Gitwe,-3.0616433,29.6100267,"-3.0616433,29.6100267"
Matongo_Musonge,-3.0616433,29.6100267,"-3.0616433,29.6100267"
Kayokwe_Kibenga Migende,-3.5015133,29.7812624,"-3.5015133,29.7812624"
Nyabikere_Gikombe,-3.2260265,30.0928762,"-3.2260265,30.0928762"
Matongo_Shembati,-3.0786976,29.6736332,"-3.0786976,29.6736332"
Mwumba_Nyabikenke,-2.8026609,29.8532555,"-2.8026609,29.8532555"
Makebuko_Mugomera,-3.6395453,30.0547483,"-3.6395453,30.0547483"
Makebuko_Gisikara,-3.6661042,30.0497551,"-3.6661042,30.0497551"
Makebuko_Karemba,-3.7136821,30.0091565,"-3.7136821,30.0091565"
Makebuko_Gisikara coop,-3.6448157,30.0858775,"-3.6448157,30.0858775"
Bugendana_Masango,-3.1783165,29.8817587,"-3.1783165,29.8817587"
Ngozi_Nyabihanga coop,-2.9617422,29.8958263,"-2.9617422,29.8958263"
Tangara_Gitwa,-2.9750565,30.042193,"-2.9750565,30.042193"
Matongo_Bandaga,-3.0685967,29.6106117,"-3.0685967,29.6106117"
Mbuye_Nkomwe,-3.3778844,29.6934815,"-3.3778844,29.6934815"
Bugendana_Bigera,-3.136211,29.8727416,"-3.136211,29.8727416"
Bugendana_Mutaho II,-3.1409638,29.8668604,"-3.1409638,29.8668604"
Mbuye_Nkomwe,-3.3778844,29.6934815,"-3.3778844,29.6934815"
Muramvya_Musagara I,-3.2863045,29.6394708,"-3.2863045,29.6394708"
Muramvya_Mirinzi,-3.2919463,29.6328683,"-3.2919463,29.6328683"
Muramvya_Musagara II,-3.2764655,29.6321544,"-3.2764655,29.6321544"
Ngozi_Ruhongore coop,-2.965181,29.9022449,"-2.965181,29.9022449"
Matongo_Kigwandi,-3.1039683,29.660845,"-3.1039683,29.660845"
Matongo_Butuhurana,-3.094835,29.6386684,"-3.094835,29.6386684"
Ngozi_Kivuzo coop,-3.0092545,29.8151837,"-3.0092545,29.8151837"
Ngozi_Nkero coop,-2.9962352,29.8455248,"-2.9962352,29.8455248"
Ngozi_Kavumu coop,-2.9493911,29.865459,"-2.9493911,29.865459"
Ngozi_Mivo coop,-2.9406094,29.7943448,"-2.9406094,29.7943448"
Ngozi_Mugomera coop,-2.9813469,29.9001483,"-2.9813469,29.9001483"
Muyinga_Nyamarumba,-2.8412583,30.3944917,"-2.8412583,30.3944917"
Muyinga_Burima,-2.820559,30.3242293,"-2.820559,30.3242293"
Kayokwe_Ruvumu,-3.5112451,29.7463941,"-3.5112451,29.7463941"
Gasorwe_Buringa,-2.8872276,30.2095616,"-2.8872276,30.2095616"
Tangara_Mugirampeke,-2.966986,30.0603684,"-2.966986,30.0603684"
Giteranyi_Cagakori,-2.3559317,30.3950942,"-2.3559317,30.3950942"
Giteranyi_Kayove,-2.3833212,30.4165745,"-2.3833212,30.4165745"
Giteranyi_Nzove,-2.3805356,30.3896953,"-2.3805356,30.3896953"
Giteranyi_Bugoma,-2.4327819,30.4307235,"-2.4327819,30.4307235"
Tangara_Cumba,-2.9573549,30.0321235,"-2.9573549,30.0321235"
Karusi_Kanyange,-3.1189478,30.2272581,"-3.1189478,30.2272581"
Karusi_Buhinyuza,-3.1119118,30.1766664,"-3.1119118,30.1766664"
Karusi_Gisenyi,-3.0895948,30.2030899,"-3.0895948,30.2030899"
Bukirasazi_Ruvumu,-3.7019403,29.9991033,"-3.7019403,29.9991033"
Gihogazi_Ramba,-3.1245514,30.0153677,"-3.1245514,30.0153677"
Tangara_Buniha,-3.0521058,29.8843832,"-3.0521058,29.8843832"
Gishubi_Kinyonzo,-3.6569958,29.8267838,"-3.6569958,29.8267838"
Gishubi_Kibaya,-3.6532195,29.8527111,"-3.6532195,29.8527111"
Tangara_Bucamihigo,-3.0227483,29.8895867,"-3.0227483,29.8895867"
Gishubi_Ntunda I,-3.5367632,29.9025469,"-3.5367632,29.9025469"
Mbuye_Murehe I,-3.2284636,29.8211878,"-3.2284636,29.8211878"
Tangara_Mukoni,-3.0115489,29.9108999,"-3.0115489,29.9108999"
Tangara_Kabuye,-3.0166284,29.928162,"-3.0166284,29.928162"
Nyarusange_Gasenyi Coops,-3.5270396,29.7489377,"-3.5270396,29.7489377"
Nyabikere_Kigora,-3.3292216,30.0841674,"-3.3292216,30.0841674"
Karusi_Mwoya,-3.0099774,30.1865671,"-3.0099774,30.1865671"
Gitega_Rubamvyi I,-3.4888739,29.9963878,"-3.4888739,29.9963878"
Bweru_Nyabitare,-3.4510891,30.4155146,"-3.4510891,30.4155146"
Gitega_Rubamvyi II,-3.4568115,29.968495,"-3.4568115,29.968495"
Gitega_Nyakibingo coop,-3.4512993,29.9679151,"-3.4512993,29.9679151"
Kiremba_Buhoro,-2.894879,29.9293859,"-2.894879,29.9293859"
Kiremba_Butaganda,-2.888311,29.9693919,"-2.888311,29.9693919"
Kiremba_sigi,-2.872714,29.9681781,"-2.872714,29.9681781"
Kiremba_Munagano,-2.8862701,29.9806019,"-2.8862701,29.9806019"
Gitega_Higiro,-3.4105227,29.9594375,"-3.4105227,29.9594375"
Gitega_Higiro coop,-3.4107348,29.9602263,"-3.4107348,29.9602263"
Nyarusange_Tye Coops,-3.4884847,29.8918249,"-3.4884847,29.8918249"
Tangara_Mubira,-2.9895709,29.9170867,"-2.9895709,29.9170867"
Ruyigi_Kigamba,-3.4136603,30.2379196,"-3.4136603,30.2379196"
Makebuko_Buhinda,-3.6056231,30.0862349,"-3.6056231,30.0862349"
Ngozi_Gitwenzi coop,-2.9696974,29.7897259,"-2.9696974,29.7897259"
Kabarore_Kirehe,-2.8527989,29.5509049,"-2.8527989,29.5509049"
Kabarore_Kirehe,-2.8518617,29.5502271,"-2.8518617,29.5502271"
Kabarore_Mugera,-2.8500723,29.5399502,"-2.8500723,29.5399502"
Kabarore_Gisagara,-2.8398599,29.5049894,"-2.8398599,29.5049894"
Gitega_Kibande Sangwe kibande Coops,-3.3689693,29.962234,"-3.3689693,29.962234"
Matongo_Bumba,-3.1124268,29.6934352,"-3.1124268,29.6934352"
Giteranyi_Mugano,-2.611662,30.4154779,"-2.611662,30.4154779"
Gitega_Rubarasi coop,-3.3741673,29.936825,"-3.3741673,29.936825"
Gitega_Rubarasi,-3.3732217,29.9353304,"-3.3732217,29.9353304"
Gishubi_Yanza,-3.5632565,29.8931262,"-3.5632565,29.8931262"
Matongo_Gikungere,-3.1296501,29.6903658,"-3.1296501,29.6903658"
Butaganzwa_Nyamiyaga,-3.52194,30.0953812,"-3.52194,30.0953812"
Butaganzwa_Burenza,-3.504234,30.0942616,"-3.504234,30.0942616"
Butaganzwa_Nyange,-3.4472551,30.1130862,"-3.4472551,30.1130862"
Butaganzwa_Nyagashubi,-3.4524414,30.1024147,"-3.4524414,30.1024147"
Butaganzwa_Biyorwa,-3.4765576,30.101646,"-3.4765576,30.101646"
Butaganzwa_Rugongo,-3.4547765,30.1646296,"-3.4547765,30.1646296"
Butaganzwa_Kivoga,-3.4320724,30.1511899,"-3.4320724,30.1511899"
Butaganzwa_Masazi,-3.4808637,30.1213061,"-3.4808637,30.1213061"
Matongo_Ninga,-3.1289651,29.6896599,"-3.1289651,29.6896599"
Bukirasazi_Buhanda,-3.6496208,29.9706199,"-3.6496208,29.9706199"
Tangara_Cagura,-3.0410981,29.9121628,"-3.0410981,29.9121628"
Gahombo_Mikoni,-2.9424715,29.7247798,"-2.9424715,29.7247798"
Matongo_Rudehe,-3.134955,29.6031124,"-3.134955,29.6031124"
Matongo_Kivumu,-3.0751472,29.6075242,"-3.0751472,29.6075242"
Kabarore_Gisagara,-2.8398817,29.505053,"-2.8398817,29.505053"
Buhinyuza_Bunywana coop,-2.988468,30.3901344,"-2.988468,30.3901344"
Gitega_Bukwazo,-3.4158632,30.0259098,"-3.4158632,30.0259098"
Matongo_Rugoma,-3.1424699,29.6622963,"-3.1424699,29.6622963"
Gahombo_Bigugo,-3.0112639,29.7267862,"-3.0112639,29.7267862"
Gitega_Mugutu,-3.3950122,29.9430301,"-3.3950122,29.9430301"
Gihogazi_Bikinga,-3.1618868,29.9808982,"-3.1618868,29.9808982"
Kayokwe_Nyamugari,-3.5701503,29.7355909,"-3.5701503,29.7355909"
Rango_Gisara,-3.0567759,29.7984757,"-3.0567759,29.7984757"
Matongo_Munyinya B,-3.1432088,29.6617988,"-3.1432088,29.6617988"
Muyinga_Rusengo,-2.8914114,30.3377188,"-2.8914114,30.3377188"
Mwumba_Murama,-2.8075102,29.7726511,"-2.8075102,29.7726511"
Kabarore_Buvumo,-2.8156351,29.4768925,"-2.8156351,29.4768925"
Kayokwe_Rwuya,-3.5718266,29.7354202,"-3.5718266,29.7354202"
Kayokwe_Nyagitongati,-3.5556572,29.7290234,"-3.5556572,29.7290234"
Tangara_Kananira,-2.9399792,30.1287307,"-2.9399792,30.1287307"
Gitega_Muremera,-3.3341948,29.9011751,"-3.3341948,29.9011751"
Gitega_Mahonda,-3.4031703,29.9151989,"-3.4031703,29.9151989"
Kayokwe_Kibogoye,-3.5286956,29.7366188,"-3.5286956,29.7366188"
Rango_Rushenza,-3.0145189,29.8614717,"-3.0145189,29.8614717"
Tangara_Nyarugati,-2.9240533,30.0908224,"-2.9240533,30.0908224"
Nyabihanga_Nyamitore,-3.5077625,29.8406187,"-3.5077625,29.8406187"
Nyabihanga_Munago,-3.5076554,29.840589,"-3.5076554,29.840589"
Nyabihanga_Magamba,-3.4972514,29.8354045,"-3.4972514,29.8354045"
Marangara_Burenza,-2.7661124,29.9157961,"-2.7661124,29.9157961"
Marangara_Mutara,-2.7810215,29.9156572,"-2.7810215,29.9156572"
Marangara_Higiro,-2.7865479,29.9273446,"-2.7865479,29.9273446"
Marangara_Gikomero,-2.7502675,29.9385678,"-2.7502675,29.9385678"
Buhinyuza_Rugazi,-3.0216092,30.3345461,"-3.0216092,30.3345461"
Buhinyuza_Butihinda,-2.9505989,30.332285,"-2.9505989,30.332285"
Buhinyuza_Rugongo,-2.9986626,30.3223289,"-2.9986626,30.3223289"
Nyabihanga_Kibungo,-3.4811813,29.8338638,"-3.4811813,29.8338638"
Nyabihanga_Kibogoye,-3.4811011,29.8338348,"-3.4811011,29.8338348"
Marangara_Gicumbi,-2.7369413,29.9537829,"-2.7369413,29.9537829"
Ngozi_Mutumba coop,-2.8636869,29.7451611,"-2.8636869,29.7451611"
Ngozi_Rumbaga coop,-2.8906542,29.7101299,"-2.8906542,29.7101299"
Ngozi_Makombe B coop,-2.8604486,29.6949208,"-2.8604486,29.6949208"
Ngozi_Mparamirundi coop,-2.8429026,29.6629013,"-2.8429026,29.6629013"
Ngozi_Nyanza tubiri coop,-2.8391524,29.6589698,"-2.8391524,29.6589698"
Ngozi_Mutsinda coop,-2.819223,29.6956208,"-2.819223,29.6956208"
Tangara_Gitaramuka,-2.9356909,30.0875679,"-2.9356909,30.0875679"
Tangara_Mafu,-2.9196844,30.0609791,"-2.9196844,30.0609791"
Gahombo_Gakuro,-2.9858397,29.7271997,"-2.9858397,29.7271997"
Gahombo_Rukago,-2.985775,29.7271307,"-2.985775,29.7271307"
Kabarore_Rukere,-2.8314883,29.62892,"-2.8314883,29.62892"
Tangara_Musakazi,-2.8974055,30.0539229,"-2.8974055,30.0539229"
Tangara_Nkanda,-2.9111039,30.0915947,"-2.9111039,30.0915947"
Kabarore_Tondero,-2.8473137,29.4975665,"-2.8473137,29.4975665"
Matongo_Nteko,-3.0694683,29.5979295,"-3.0694683,29.5979295"
Tangara_Kamira,-2.9190019,30.1366507,"-2.9190019,30.1366507"
Tangara_Rugabo,-2.9482842,30.1205741,"-2.9482842,30.1205741"
Kabarore_Rorero,-2.8312282,29.6174194,"-2.8312282,29.6174194"
Mbuye_Mushikamo,-3.3322784,29.7049074,"-3.3322784,29.7049074"
Mbuye_Gashingwa,-3.3467482,29.7481015,"-3.3467482,29.7481015"
Mbuye_Nyamitwenzi,-3.3322998,29.7048608,"-3.3322998,29.7048608"
Mbuye_Bupfunda,-3.3398961,29.7256127,"-3.3398961,29.7256127"
Gahombo_Kiyange,-2.9924306,29.7479797,"-2.9924306,29.7479797"
Mbuye_Nyarukere,-3.3467115,29.7480078,"-3.3467115,29.7480078"
Kayokwe_Benja,-3.5236317,29.7662567,"-3.5236317,29.7662567"
Tangara_Cumba,-2.889336,30.1199833,"-2.889336,30.1199833"
Tangara_Gitaramuka R,-3.063884,29.9089467,"-3.063884,29.9089467"
Gahombo_Gasenyi,-2.9926406,29.7640812,"-2.9926406,29.7640812"
Kayokwe_Kanyami,-3.5568466,29.728965,"-3.5568466,29.728965"
Kayokwe_Ngara,-3.5459268,29.7249882,"-3.5459268,29.7249882"
Tangara_Kagoma,-3.0730208,29.9274784,"-3.0730208,29.9274784"
Gahombo_Sakinyinya,-3.0103023,29.7595873,"-3.0103023,29.7595873"
Kayokwe_Ruramba,-3.5405179,29.7324159,"-3.5405179,29.7324159"
Tangara_Rukongwa,-2.8929241,30.1612562,"-2.8929241,30.1612562"
Tangara_Nyagatovu,-2.8628108,30.169592,"-2.8628108,30.169592"
Tangara_Mashitsi,-2.8767263,30.1527202,"-2.8767263,30.1527202"
Butaganzwa_Musenga,-3.5486614,30.1904568,"-3.5486614,30.1904568"
Muramvya_Murambi,-3.2952087,29.608902,"-3.2952087,29.608902"
Kayokwe_Gasenyi,-3.5099991,29.6656952,"-3.5099991,29.6656952"
Kayokwe_Nyamurenge,-3.4915967,29.6712267,"-3.4915967,29.6712267"
Kayokwe_Kibimba,-3.5844601,29.630769,"-3.5844601,29.630769"
Kayokwe_Musimbwe,-3.5750548,29.5982048,"-3.5750548,29.5982048"
Kayokwe_Kiyange,-3.5463616,29.5933112,"-3.5463616,29.5933112"
Kayokwe_Nyakirwa,-3.5110592,29.5997059,"-3.5110592,29.5997059"
Kayokwe_Kirambi,-3.5213976,29.6366978,"-3.5213976,29.6366978"
Kayokwe_Matyazo,-3.4619505,29.6065226,"-3.4619505,29.6065226"
Mwumba_Hayiro,-2.8520374,29.8352864,"-2.8520374,29.8352864"
Kayokwe_Saswe,-3.5375333,29.7511962,"-3.5375333,29.7511962"
Mwumba_Nzove,-2.8340911,29.814787,"-2.8340911,29.814787"
Matongo_Matongo,-3.1061455,29.6110803,"-3.1061455,29.6110803"
Matongo_Matongo,-3.1061061,29.6110282,"-3.1061061,29.6110282"
Matongo_Mpemba,-3.1060558,29.6113384,"-3.1060558,29.6113384"
Mwumba_Karungura,-2.8682563,29.7772638,"-2.8682563,29.7772638"
Gasorwe_Karambo,-2.8623192,30.2185095,"-2.8623192,30.2185095"
Kabarore_Magamba,-2.9019013,29.6309199,"-2.9019013,29.6309199"
Ngozi_Cigumije coop,-2.9567441,29.8046732,"-2.9567441,29.8046732"
Ngozi_Sare coop,-2.9534764,29.8226098,"-2.9534764,29.8226098"
Ngozi_Gitwa coop,-2.7930719,29.8035304,"-2.7930719,29.8035304"
Mwumba_Gihama,-2.8429283,29.7814065,"-2.8429283,29.7814065"
Mwumba_Gakenke,-2.8570517,29.7596345,"-2.8570517,29.7596345"
Mwumba_Gitasi,-2.8545708,29.8043639,"-2.8545708,29.8043639"
Mwumba_Mushitsi,-2.8545583,29.8044033,"-2.8545583,29.8044033"
Butaganzwa_muriza,-3.5701416,30.1356374,"-3.5701416,30.1356374"
Mwumba_Murambi,-2.9058772,29.7133593,"-2.9058772,29.7133593"
Gahombo_Karinzi,-2.97829,29.7408667,"-2.97829,29.7408667"
Gahombo_Kinyonga,-2.9600665,29.7266421,"-2.9600665,29.7266421"
Gahombo_Ruzingati,-2.9783671,29.7406807,"-2.9783671,29.7406807"
Ngozi_Nzove coop,-2.8338227,29.8151777,"-2.8338227,29.8151777"
Mwumba_Gatika,-2.9052685,29.7482574,"-2.9052685,29.7482574"
Kabarore_Nyamisagara,-2.8738927,29.5393216,"-2.8738927,29.5393216"
Mwumba_Gikingo,-2.8524014,29.8512163,"-2.8524014,29.8512163"
Kayokwe_Nyakibari,-3.5115294,29.7973662,"-3.5115294,29.7973662"
Mwumba_Mihigo,-2.8519948,29.7467161,"-2.8519948,29.7467161"
Gishubi_Ntunda II,-3.4737361,29.6628864,"-3.4737361,29.6628864"
Bugendana_Bitare,-3.2642165,29.9041605,"-3.2642165,29.9041605"
Kayokwe_Kizi,-3.5292926,29.6857902,"-3.5292926,29.6857902"
Gitega_Songa,-3.4664422,29.952038,"-3.4664422,29.952038"
Nyabihanga_Iteka,-3.4232968,29.8340856,"-3.4232968,29.8340856"
Kayokwe_Bisha,-3.5119467,29.6953098,"-3.5119467,29.6953098"
Gishubi_Murehe,-3.6123392,29.8652821,"-3.6123392,29.8652821"
Muramvya_Ruhinga,-3.3451067,29.5964613,"-3.3451067,29.5964613"
Muramvya_Ruhinga,-3.3452158,29.5964238,"-3.3452158,29.5964238"
Nyabihanga_Taba,-3.4703061,29.8094278,"-3.4703061,29.8094278"
Gahombo_Shinya,-3.0188791,29.691957,"-3.0188791,29.691957"
Marangara_Runda,-2.7584323,29.9222985,"-2.7584323,29.9222985"
Bugendana_Mwurire,-3.2557883,29.9211736,"-3.2557883,29.9211736"
Gishubi_Gatoza,-3.6256197,29.9065733,"-3.6256197,29.9065733"
Mwumba_Gitwa,-2.8007031,29.8054267,"-2.8007031,29.8054267"
Gahombo_Rubagabaga,-2.95464,29.6815733,"-2.95464,29.6815733"
Gahombo_Kibaribari,-2.9782913,29.6816097,"-2.9782913,29.6816097"
Gishubi_Mahonda,-3.6685933,29.849785,"-3.6685933,29.849785"
Muramvya_Rwantsinda,-3.128985,29.571271,"-3.128985,29.571271"
Muramvya_Nyambo,-3.1446291,29.5888839,"-3.1446291,29.5888839"
Muramvya_Gashishima,-3.1448764,29.5895782,"-3.1448764,29.5895782"
Muramvya_Burarana,-3.1576219,29.6189361,"-3.1576219,29.6189361"
Muramvya_Busangana,-3.1741082,29.6234103,"-3.1741082,29.6234103"
Gitega_Mubuga,-3.4102311,30.0184717,"-3.4102311,30.0184717"
Gitega_Murirwe coop,-3.4107111,30.0185478,"-3.4107111,30.0185478"
Gitega_Ngobeke,-3.4107023,30.0185813,"-3.4107023,30.0185813"
Gitega_Mirama,-3.3743683,29.9862967,"-3.3743683,29.9862967"
Gitega_Murirwe,-3.4100671,30.0177501,"-3.4100671,30.0177501"
Gitega_Gasunu,-3.429941,29.9339561,"-3.429941,29.9339561"
Gitega_Kimanama,-3.415898,30.0263423,"-3.415898,30.0263423"
Gasorwe_Kinama,-2.8622898,30.2184393,"-2.8622898,30.2184393"
Gasorwe_Kiryama,-2.8668729,30.2480508,"-2.8668729,30.2480508"
Kabarore_Mugera,-2.8501029,29.539913,"-2.8501029,29.539913"
Kabarore_Kirehe,-2.8519799,29.5502034,"-2.8519799,29.5502034"
Kabarore_Gikingo,-2.8462959,29.5693577,"-2.8462959,29.5693577"
Kabarore_Mutana,-2.8388524,29.5747027,"-2.8388524,29.5747027"
Kabarore_Yandaro,-2.8397512,29.5885458,"-2.8397512,29.5885458"
Mbuye_Rwuya,-3.2603261,29.6600492,"-3.2603261,29.6600492"
Muramvya_Rweteto II,-3.2262286,29.6125975,"-3.2262286,29.6125975"
Muramvya_Shumba,-3.2262212,29.6124866,"-3.2262212,29.6124866"
Muramvya_Masango I,-3.2682783,29.6688095,"-3.2682783,29.6688095"
Muramvya_Matyazo I Mur,-3.2807064,29.7016794,"-3.2807064,29.7016794"
Muramvya_Murambi K,-3.2808942,29.7018068,"-3.2808942,29.7018068"
Muramvya_Kivogero II,-3.220992,29.6501105,"-3.220992,29.6501105"
Muramvya_Kivogero I,-3.2191218,29.6414998,"-3.2191218,29.6414998"
Muramvya_Matyazo II Mur,-3.3182071,29.6721505,"-3.3182071,29.6721505"
Muramvya_Kayange,-3.3186094,29.6728452,"-3.3186094,29.6728452"
Muramvya_Ruvumu mur,-3.3305051,29.6655734,"-3.3305051,29.6655734"
Muramvya_Rubumba,-3.3314254,29.6656953,"-3.3314254,29.6656953"
Muramvya_Kiganda,-3.3416738,29.6853933,"-3.3416738,29.6853933"
Muramvya_Kivyeyi II,-3.3026151,29.6515265,"-3.3026151,29.6515265"
Muramvya_Kivyeyi I,-3.2936515,29.6600405,"-3.2936515,29.6600405"
Muramvya_Nyagisozi,-3.2827764,29.6778781,"-3.2827764,29.6778781"
Butaganzwa_Musenga,-3.5486286,30.1905275,"-3.5486286,30.1905275"
Bugendana_Cishwa I,-3.2228167,29.94762,"-3.2228167,29.94762"
Nyabikere_Bukirasazi,-3.3600352,30.019225,"-3.3600352,30.019225"
Ngozi_Kavumu,-2.9497998,29.8654479,"-2.9497998,29.8654479"
Ngozi_Mubuga,-2.959897,29.8785697,"-2.959897,29.8785697"
Ngozi_Mubuga,-2.9598647,29.8786515,"-2.9598647,29.8786515"
Matongo_Nyarurama,-3.1045239,29.7224094,"-3.1045239,29.7224094"
Matongo_Muremera,-3.105003,29.7221202,"-3.105003,29.7221202"
Bugendana_Mutoyi I,-3.2130069,29.9770595,"-3.2130069,29.9770595"
Bukirasazi_Mpingwe,-3.6981514,29.967133,"-3.6981514,29.967133"
Mwumba_Hayiro,-2.8520223,29.8354163,"-2.8520223,29.8354163"
Gitega_Rutoke,-3.4559398,29.9689817,"-3.4559398,29.9689817"
Matongo_Gahise,-3.0832366,29.7291426,"-3.0832366,29.7291426"
Matongo_Rukambura,-3.0834271,29.7289045,"-3.0834271,29.7289045"
Matongo_Munyinya B,-3.1125391,29.6934319,"-3.1125391,29.6934319"
Bugendana_Nyagisenyi,-3.2703933,30.0001517,"-3.2703933,30.0001517"
Bugendana_Kivuvu I,-3.253659,29.9953747,"-3.253659,29.9953747"
Bugendana_Kivuvu II,-3.2580847,29.9868384,"-3.2580847,29.9868384"
Bugendana_Kivuvu III,-3.2387055,29.9809788,"-3.2387055,29.9809788"
Bugendana_Mutoyi II,-3.2123106,29.9853221,"-3.2123106,29.9853221"
Gahombo_Gasave,-3.0049585,29.7267237,"-3.0049585,29.7267237"
Matongo_Gatabo,-3.0613743,29.7022844,"-3.0613743,29.7022844"
Marangara_Gisekuro,-2.741651,29.9932281,"-2.741651,29.9932281"
Marangara_kigufi,-2.734109,29.99142,"-2.734109,29.99142"
Marangara_Nyambo,-2.7184441,29.9876417,"-2.7184441,29.9876417"
Bugendana_Nyakeru II,-3.1784652,29.9632908,"-3.1784652,29.9632908"
Bugendana_Mutoyi III,-3.1876098,29.9702459,"-3.1876098,29.9702459"
Bugendana_Cishwa II,-3.2306683,29.9633181,"-3.2306683,29.9633181"
Marangara_Kigoma,-2.7510947,30.0103144,"-2.7510947,30.0103144"
Marangara_Nyanza,-2.7511867,30.01041,"-2.7511867,30.01041"
Muramvya_Biganda II,-3.2512246,29.642697,"-3.2512246,29.642697"
Muramvya_Biganda I,-3.2526009,29.6161801,"-3.2526009,29.6161801"
